Coin,Price,1h,24h,7d,24h Volume,Market Cap
"cETH
CETH",66.56,0.1,0.9,1.7,847.33,201373264
"ChainGPT
CGPT",0.253,2.0,0.2,16.0,43309766.0,201256435
"StakeWise Staked ETH
OSETH",3428.35,0.0,0.9,2.1,29942.4,200815347
"Band Protocol
BAND",1.28,0.1,6.1,6.2,17724733.0,199953138
"UMA
UMA",2.37,0.5,1.7,13.8,13650863.0,199929555
"AltLayer
ALT",0.07816,0.6,1.4,19.0,20020709.0,199589787
"Nosana
NOS",2.36,1.2,3.9,21.6,1876631.0,196996952
"Fluid
FLUID",4.98,0.0,1.1,4.0,958556.0,196238038
"Solar
SXP",0.3112,0.7,1.5,4.3,13517830.0,196168943
"Decentralized Social
DESO",18.69,1.5,0.8,80.7,457533.0,196104455
"DigiByte
DGB",0.01114,0.5,3.5,4.9,10793429.0,194791912
"SingularityNET
AGIX",0.529,0.2,1.0,3.7,79872.93,194617526
"Hivemapper
HONEY",0.06225,0.5,1.4,8.0,1071718.0,194501845
"Hive
HIVE",0.4177,0.4,5.6,4.0,12810332.0,194124760
"Act I The AI Prophecy
ACT",0.2044,2.3,6.9,10.6,100276087.0,193705548
"Rocket Pool
RPL",9.12,0.2,1.1,9.8,12145748.0,192298648
"Flux
FLUX",0.5063,0.6,1.2,8.3,13701315.0,191715249
"Sonic SVM
SONIC",0.5299,1.3,1.5,22.4,36709615.0,190841460
"OUSG
OUSG",109.73,0.0,0.0,0.1,0.0,189222801
"Spell
SPELL",0.001222,1.5,18.6,27.9,148189716.0,189226982
"Usual
USUAL",0.3368,1.4,1.5,20.9,50068527.0,188365139
"Delysium
AGI",0.1315,0.6,4.0,0.5,2976268.0,187829742
"Across Protocol
ACX",0.4221,0.3,0.5,3.4,16981106.0,187515323
"Casper Network
CSPR",0.01465,0.6,4.9,8.4,14063975.0,187440487
"Origin Ether
OETH",3310.22,0.0,0.8,1.4,256992.0,184055582
"COTI
COTI",0.102,0.3,1.2,10.6,15809661.0,182969724
"GoldPro
GPRO",42.04,6.7,5.4,6.9,186118.0,182263703
"Velo
VELO",0.02466,1.0,1.0,2.1,32406870.0,182259539
"Audius
AUDIO",0.1401,2.7,5.2,4.5,26853100.0,181042522
"Sologenic
SOLO",0.4532,0.9,2.7,14.9,1440603.0,180934417
"Hamster Kombat
HMSTR",0.002792,0.4,0.2,7.5,12112644.0,179737066
"ICON
ICX",0.1717,0.2,2.8,5.1,6454305.0,179358284
"CoW Protocol
COW",0.6056,1.0,2.1,23.2,11499738.0,178995489
"Bitkub Coin
KUB",2.01,1.1,0.8,2.1,456898.0,178823441
"Rollbit Coin
RLB",0.07873,0.1,2.9,9.0,462595.0,178545511
"Moonbeam
GLMR",0.1887,0.2,1.2,7.2,13859794.0,178348039
"GHO
GHO",0.9986,0.1,0.1,0.2,3318574.0,178110335
"Kamino
KMNO",0.1309,0.1,12.6,8.8,16772844.0,176953521
"PHALA
PHA",0.2261,0.5,1.2,20.6,24989597.0,175601254
"Hey Anon
ANON",13.67,2.1,0.7,34.0,20297820.0,173114863
"Cheems Token
CHEEMS",0.068468,0.6,4.7,24.8,10519346.0,172885193
"Dogs
DOGS",0.0003314,0.6,1.2,18.5,52836460.0,171280801
"XPR Network
XPR",0.006232,0.1,17.2,243.7,157196002.0,170572006
"Zano
ZANO",11.71,1.2,7.7,19.6,746242.0,170552777
"TARS AI
TAI",0.2862,2.9,5.5,7.1,6609703.0,168835396
"RCGE
$RCGE",0.01484,,,,2.53,176256053
"VVS Finance
VVS",0.053511,0.1,1.0,0.7,348994.0,167493592
"ETHPlus
ETH+",3431.68,0.0,0.8,1.7,129548.0,167104088
"Orca
ORCA",3.11,0.9,0.3,26.0,79997536.0,165865235
"Status
SNT",0.04163,0.2,0.7,5.1,5938533.0,164880927
"SPACE ID
ID",0.3805,0.7,0.1,10.6,10857142.0,163792820
"HarryPotterObamaSonic10Inu (ETH)
BITCOIN",0.1636,1.5,4.8,11.4,6516626.0,163429310
"Nano
XNO",1.21,0.0,0.0,4.0,2069918.0,161166237
"Zentry
ZENT",0.02539,0.7,1.6,13.1,4754204.0,160178651
"Waves
WAVES",1.6,0.5,0.1,7.7,5411922.0,160179545
"Verge
XVG",0.009653,0.7,2.6,19.8,5530818.0,159513194
"Non-Playable Coin
NPC",0.01976,3.9,0.9,21.5,4275465.0,158271251
"SWFTCOIN
SWFTC",0.01771,2.6,38.2,143.6,80678072.0,158058781
"Blast
BLAST",0.006355,0.5,0.4,22.0,7566294.0,157621556
"Balancer
BAL",2.55,1.1,2.4,9.8,9559854.0,157333680
"Vanar Chain
VANRY",0.08064,0.4,1.5,19.8,11678188.0,155296557
"MMX
MMX",1.03,0.3,0.1,20.0,131359.0,156130728
"ConstitutionDAO
PEOPLE",0.03073,0.2,1.2,18.4,34182738.0,155732079
"ZIGChain
ZIG",0.1101,1.3,0.9,8.4,4163555.0,155687107
"Big Time
BIGTIME",0.09868,0.6,0.4,12.9,44556535.0,155190378
"Marlin
POND",0.01919,1.6,2.0,6.5,15740362.0,155175117
"API3
API3",1.32,0.5,0.6,8.9,11437251.0,154745706
"Dogelon Mars
ELON",0.06281,2.5,9.5,35.3,16857556.0,154404743
"Liquity
LQTY",1.58,0.7,1.1,17.6,19467149.0,153609517
"Lisk
LSK",0.9181,0.7,2.0,4.2,23103616.0,152644767
"Ampleforth
AMPL",1.25,0.0,1.9,12.9,433546.0,151806401
"Goldfinch
GFI",1.64,1.4,16.4,19.2,1834173.0,151266259
"Chromia
CHR",0.1768,0.8,0.7,11.0,11894373.0,148214123
"BORA
BORA",0.1278,4.6,0.9,3.8,175036.0,147317810
"Taiko
TAIKO",1.37,0.1,0.5,4.5,9170663.0,146640012
"Mines of Dalarnia
DAR",0.1066,1.1,8.6,33.8,286117.0,159261827
"WAX
WAXP",0.04177,0.9,1.1,6.2,11481133.0,146375240
"PepeCoin
PEPECOIN",1.34,0.6,1.4,22.3,5271188.0,145729196
"Huobi
HT",0.9124,0.0,0.6,18.3,23515.25,145485947
"Stratis
STRAX",0.07166,0.1,1.9,0.2,3093540.0,145376572
"IQ
IQ",0.00718,0.1,0.2,2.7,9624066.0,145110318
"Yield Guild Games
YGG",0.3517,0.9,1.2,16.3,27853959.0,144281002
"0x0.ai: AI Smart Contract
0X0",0.1617,0.6,6.3,18.5,1089887.0,144134844
"Zircuit
ZRC",0.06533,0.3,1.0,7.3,21697239.0,143387819
"OKT Chain
OKT",8.02,0.1,0.1,9.0,262590.0,143210625
"Milady Cult Coin
CULT",0.003341,4.8,11.3,6.9,3893405.0,142858097
"Powerledger
POWR",0.2681,0.3,0.9,0.7,19359822.0,142046676
"Banana Gun
BANANA",40.62,0.6,1.1,11.8,36279495.0,140749446
"MVL
MVL",0.005197,9.5,11.8,17.9,16649426.0,140713791
"Mythos
MYTH",0.182,0.0,0.4,19.3,907157.0,140581220
"Mister Miggles
MIGGLES",0.1456,3.9,82.1,160.4,22269568.0,140533720
"Wilder World
WILD",0.4316,1.4,3.4,13.6,913569.0,140400972
"Cetus Protocol
CETUS",0.2175,0.3,1.4,24.5,13092726.0,139852148
"Apu Apustaja
APU",0.000411,2.0,8.9,18.7,7259770.0,139833966
"Crypto Trading Fund
CTF",1.16,0.4,5.2,19.3,28478.47,139404737
"RealToken Ecosystem Governance
REG",1.9,0.8,0.6,1.8,85.75,136254873
"Supra
SUPRA",0.02092,0.1,1.0,19.8,18354703.0,135597707
"Xai
XAI",0.1837,0.8,0.2,12.5,81537218.0,135549908
"SSV Network
SSV",19.12,0.5,0.7,6.8,17408099.0,135431294
"IOST
IOST",0.006349,0.7,1.8,6.7,9940633.0,135404237
"ALEO
ALEO",0.4301,1.9,7.5,26.3,9112706.0,135200833
"Saga
SAGA",1.22,0.8,0.7,19.8,16927831.0,133958141
"Elixir Staked deUSD
SDEUSD",1.02,0.1,0.1,10.6,371451.0,133009426
"iExec RLC
RLC",1.84,0.6,1.3,7.4,7635032.0,132975371
"Tellor Tributes
TRB",50.2,0.6,0.0,11.0,17829969.0,132895995
"Radix
XRD",0.01239,1.1,7.1,23.5,2085169.0,132190222
"JOE
JOE",0.3445,0.9,0.2,2.8,14433639.0,131826360
"Centrifuge
CFG",0.256,0.7,3.8,12.7,1175793.0,131688867
"Venus
XVS",7.94,0.3,2.4,15.9,8002333.0,131286805
"Ski Mask Dog
SKI",0.1241,3.0,10.3,23.1,5231882.0,131204120
"Moo Deng
MOODENG",0.1328,2.8,8.7,17.0,79615872.0,130482190
"STASIS EURO
EURS",1.05,0.4,1.2,11.8,26878.39,130164299
"Smooth Love Potion
SLP",0.003157,0.8,0.0,8.3,10892104.0,130037089
"Cronos Bridged USDC (Cronos)
USDC",1.0,0.2,0.2,1.1,769549.0,129440960
"PinLink
PIN",1.62,1.0,0.2,6.6,5025777.0,129394190
"Moonwell
WELL",0.04107,0.4,7.8,23.4,3382858.0,129260724
"NKYC Token
NKYC",32.15,0.1,0.6,1.4,255232.0,128593232
"Kinesis Gold
KAU",88.83,0.1,0.2,1.5,54399.66,128363543
"Kelp Gain
AGETH",3396.4,0.1,0.9,2.1,57471.92,128118847
"L2 Standard Bridged WETH (Optimism)
WETH",3319.32,0.2,0.7,1.8,32069199.0,127270592
"Ecoin
ECOIN",0.0002786,,,,13.69,128452591
"Open Campus
EDU",0.4854,0.7,0.5,10.9,7179769.0,126256757
"Moby AI
MOBY",0.1261,5.2,1.6,26.0,20846020.0,126083533
"Adventure Gold
AGLD",1.63,0.6,1.9,5.1,23291430.0,125960243
"Ontology Gas
ONG",0.3114,0.8,1.7,5.7,3603678.0,125667978
"Degen (Base)
DEGEN",0.007087,0.1,1.5,21.3,21442962.0,125280937
"Arcblock
ABT",1.27,0.9,4.1,10.0,1795754.0,125232055
"pippin
PIPPIN",0.1255,1.4,10.9,0.6,52757110.0,124545457
"Orbs
ORBS",0.02747,0.3,0.0,2.4,4533325.0,124442126
"Simon's Cat
CAT",1.836e-05,1.7,0.6,24.9,13177269.0,124047745
"Hypurr Fun
HFUN",124.37,0.0,6.8,23.2,2172659.0,123933811
"Function X
FX",0.154,1.5,3.2,7.6,629703.0,122618180
"Access Protocol
ACS",0.00302,1.0,1.5,0.3,2454356.0,122353260
"Ergo
ERG",1.53,0.2,1.6,10.1,205700.0,121291833
"AI Companions
AIC",0.1212,0.6,6.5,3.7,7790899.0,120995123
"OSOL
OSOL",0.1202,8.2,54.5,402.1,1861529.0,120913410
"CARV
CARV",0.6799,0.5,2.5,8.4,3080096.0,120896974
"NetMind Token
NMT",2.76,0.0,0.3,24.0,2700358.0,120715367
"BounceBit
BB",0.2949,0.2,1.9,9.7,14310460.0,120695757
"Kinesis Silver
KAG",31.45,0.1,3.1,3.0,15677.71,120555722
"Purr
PURR",0.2005,0.3,2.2,26.3,5248955.0,119878449
"Coin98
C98",0.1329,0.2,1.9,8.7,10373252.0,119727532
"DevvE
DEVVE",1.37,1.0,0.6,9.0,800881.0,119593409
"dKargo
DKA",0.02547,0.0,4.9,3.7,102094.0,119464625
"Zerebro
ZEREBRO",0.1193,1.9,1.1,33.0,28658362.0,119090901
"Ava AI
AVA",0.1182,1.9,3.2,44.6,70711023.0,118726657
"Arbitrum Bridged USDC (Arbitrum)
USDC.E",0.9984,0.2,0.2,0.7,18379862.0,118660671
"Cartesi
CTSI",0.1388,0.3,2.3,6.0,12506732.0,118571160
"Arbitrum Bridged USDC (Arbitrum)
USDC.E",0.9984,0.2,0.2,0.7,18379855.0,118480511
"SmarDex
SDEX",0.01328,0.9,2.7,22.3,6285258.0,118421669
"Civic
CVC",0.1476,0.7,0.8,6.7,13095231.0,118382212
"Pundi X
PUNDIX",0.4498,0.5,0.1,2.2,7200754.0,116199593
"Oraichain
ORAI",6.86,0.4,6.2,22.5,3115835.0,116179802
"Dent
DENT",0.001214,0.3,0.6,9.9,7652116.0,116099997
"Polyhedra Network
ZKJ",1.92,0.1,0.0,1.6,5958622.0,115837116
"ANDY ETH
ANDY",0.0001141,2.0,8.2,19.5,2391144.0,114105709
"Ocean Protocol
OCEAN",0.5241,0.1,1.1,4.4,503688.0,111698637
"GAMA Coin
GAMA",1.72,0.1,0.0,62.0,2823626.0,111695443
"Songbird
SGB",0.007192,3.4,3.4,6.1,1024452.0,111637611
"LIMITUS
LMT",0.1344,0.2,4.6,17.3,1763462.0,111590209
"Bitcoin Gold
BTG",6.33,1.7,7.8,44.2,7551103.0,110862174
"PONKE
PONKE",0.2013,0.4,1.7,18.8,8427856.0,110763869
"Renzo Restaked LST
PZETH",3931.94,0.0,0.7,0.2,997305.0,110744527
"Satoshi Airline
JET",1.06,0.5,1.6,2.1,1142620.0,110697012
"Artificial Liquid Intelligence
ALI",0.01348,0.7,1.9,4.3,1344221.0,110384379
"Stronghold
SHX",0.02047,1.1,9.2,29.1,3282278.0,110189430
"Iagon
IAG",0.2912,0.7,2.1,0.0,449143.0,109969201
"MiL.k Alliance
MLK",0.258,0.7,3.6,0.8,3957800.0,109580533
"Maple Finance
SYRUP",0.148,0.3,9.2,14.3,1806475.0,109023933
"Steem
STEEM",0.2261,0.7,0.1,2.1,31455103.0,108889379
"Steakhouse USDC Morpho Vault
STEAKUSDC",1.07,0.1,0.0,0.2,0.0,108880374
"Pepe Unchained
PEPU",0.01351,0.3,11.8,26.2,4058588.0,108136125
"Swarms
SWARMS",0.1078,3.0,3.7,19.8,42854062.0,108003500
"LandWolf
WOLF",0.0001187,0.4,2.9,6.1,5040215.0,107050354
"Treasure
MAGIC",0.368,0.8,2.2,12.9,24526993.0,106986805
"UXD Protocol
UXP",0.01511,0.1,0.0,1.5,123.79,105770275
"Medibloc
MED",0.01107,0.7,2.0,2.9,1731300.0,105631099
"Cookie DAO
COOKIE",0.3257,1.5,3.7,19.8,20901081.0,105152118
"Alchemy Pay
ACH",0.0212,0.2,1.9,5.2,11103111.0,104817962
"Altura
ALU",0.1057,0.5,3.0,21.2,32835230.0,104606422
"Secret
SCRT",0.3481,0.7,0.7,11.0,2966548.0,104190434
"GameBuild
GAME",0.006295,1.6,4.1,6.1,13876060.0,103852224
"Synapse
SYN",0.473,0.6,2.0,22.9,6788868.0,103615113
"Fwog
FWOG",0.1064,1.3,15.3,41.0,25916008.0,103233114
"Numeraire
NMR",13.07,0.7,0.9,5.3,12843505.0,102679160
"GME (Ethereum)
GME",0.0002496,3.4,1.8,8.5,646315.0,102646064
"Tokamak Network
TON",2.01,0.1,7.1,10.3,83311038.0,102411797
"Bridged Wrapped stETH (Gnosis)
WSTETH",3945.79,0.1,0.8,1.2,555094.0,102122688
"Puff The Dragon
PUFF",0.1144,0.4,1.3,2.2,65950.41,101756157
"Aurora
AURORA",0.1784,0.4,2.7,16.0,944483.0,101648731
"ARK
ARK",0.5466,0.6,1.7,3.0,17567971.0,101472772
"KOGE
KOGE",29.86,0.0,1.2,7.2,14198.42,101180891
"Based Pepe
PEPE",0.062375,2.4,4.7,11.5,1665883.0,99843649
"Metal DAO
MTL",1.2,0.6,1.2,2.1,3915069.0,99654917
"Seedify.fund
SFUND",1.56,0.3,3.4,14.7,986914.0,99183135
"Spiko EU T-Bills Money Market Fund
EUTBL",1.08,0.0,0.1,5.0,0.0,99157185
"BitMart
BMX",0.2909,3.1,1.9,0.6,4494623.0,98714940
"Anzen USDz
USDZ",0.9782,0.1,0.0,0.5,902172.0,98375044
"BiLira
TRYB",0.02785,0.4,0.1,1.5,1533.33,97856171
"Prom
PROM",5.35,0.5,1.4,16.5,5494710.0,97777650
"Scroll
SCR",0.6999,0.2,1.0,18.5,13020642.0,97630135
"MetFi
METFI",0.4772,0.0,1.5,8.4,505147.0,97291508
"Big Dog Fink
BINK",0.000648,0.0,1.7,21.9,21189.95,96329486
"Velodrome Finance
VELO",0.107,1.0,2.1,13.8,8213361.0,96268349
"BasedAI
BASEDAI",2.73,0.2,1.3,36.8,1069267.0,95967817
"DAO Maker
DAO",0.3795,4.3,12.3,4.7,6951150.0,95529824
"Keyboard Cat (Base)
KEYCAT",0.009599,4.8,55.5,108.1,8367566.0,95450081
"Moonriver
MOVR",10.16,0.8,1.8,8.2,3673050.0,95337227
"Optimism Bridged WBTC (Optimism)
WBTC",104753.0,0.0,0.0,0.3,1173656.0,95221692
"Bone ShibaSwap
BONE",0.3785,0.2,2.7,4.0,2923669.0,94596439
"WINkLink
WIN",9.513e-05,0.0,0.4,3.2,9118550.0,94535586
"TEDDY BEAR
BEAR",0.079439,1.4,12.9,53.9,969850.0,94234367
"Anvil
ANVL",0.004972,9.0,12.3,24.1,158259.0,94199633
"Tokenlon
LON",0.8005,0.3,0.7,2.3,46335.94,94010577
"My Neighbor Alice
ALICE",1.02,0.6,0.7,10.8,10393692.0,93772092
"NodeAI
GPU",0.9565,1.5,7.3,21.9,1048042.0,93099935
"Kyber Network Crystal
KNC",0.5466,0.6,2.7,5.5,10467331.0,92993910
"Request
REQ",0.1211,1.2,3.3,3.1,2835900.0,92877260
"inSure DeFi
SURE",0.003502,3.4,2.2,18.1,1420.12,92819090
"Geodnet
GEOD",0.3674,0.0,0.3,11.6,551062.0,92779294
"M3M3
M3M3",0.09196,0.5,0.4,12.4,6516046.0,92543452
"Suilend
SEND",1.89,0.1,0.8,22.6,1585125.0,92372743
"UFO Token
UFO",9.943e-05,0.4,17.0,91.9,1202483.0,91966505
"CYBER
CYBER",2.82,0.7,0.3,7.2,10558533.0,91936482
"EURC
EURC",1.05,0.1,0.1,2.5,14430704.0,91741059
"DOLA
DOLA",0.9887,0.0,0.1,1.0,4161516.0,91406663
"Pixels
PIXEL",0.1181,0.6,0.3,13.5,32560917.0,91128875
"Universal ETH
UNIETH",3588.44,0.1,0.3,1.3,45710.31,90899469
"Avalanche Bridged WETH (Avalanche)
WETH",3316.37,0.2,0.7,1.3,22506045.0,90590869
"Ardor
ARDR",0.09046,1.5,3.4,2.9,9561631.0,90244159
"WATCoin
WATC",0.001804,0.0,0.0,32.6,28597.02,90243619
"Hive AI
BUZZ",0.08995,3.8,20.2,16.0,53066426.0,89780491
"Acala
ACA",0.07696,0.2,2.1,7.9,8559999.0,89767411
"Polygon PoS Bridged DAI (Polygon POS)
DAI",1.0,0.0,0.0,0.2,6539120.0,89755331
"Tajir Tech Hub
TJRM",0.1004,0.2,7.9,2.9,135262.0,89677988
"TrueFi
TRU",0.07103,1.1,5.1,7.7,15212988.0,89642600
"USUALx
USUALX",0.4156,3.4,1.4,20.3,948468.0,89190846
"Ronin Bridged WETH (Ronin)
WETH",3309.35,0.1,0.9,1.6,927733.0,89051528
"TerraClassicUSD
USTC",0.01592,0.7,1.6,8.8,4252586.0,88510190
"Alephium
ALPH",0.8711,0.1,2.2,14.8,1205015.0,88342915
"Lift Dollar
USDL",0.9996,,0.0,0.0,100.24,88190754
"Cronos Bridged USDT (Cronos)
USDT",1.0,0.1,0.2,0.1,140176.0,87915318
"ECOMI
OMI",0.0003231,0.2,2.6,2.0,364898.0,87765668
"Solv Protocol
SOLV",0.05882,2.6,5.3,28.9,70763625.0,87305976
"Bit2Me
B2M",0.01765,0.3,0.8,0.2,50471.68,87173406
"Bounce
AUCTION",13.22,0.5,1.3,7.7,24956075.0,87108397
"Resolv RLP
RLP",1.16,0.6,0.7,2.2,1899806.0,87100787
"Osaka Protocol
OSAK",0.061142,0.1,7.5,24.1,158283.0,86996899
"Boba Network
BOBA",0.2032,3.7,6.7,2.3,2732894.0,86984904
"AxonDAO Governance Token
AXGT",0.2796,0.1,4.8,2.5,285332.0,86892148
"dForce
DF",0.08822,0.5,8.8,3.5,21964214.0,86696382
"Bitget Wallet Token
BWB",0.6053,4.5,10.4,9.7,2995.49,86513589
"Cobak
CBK",0.9491,0.2,6.0,5.5,1904712.0,86446098
"TempleDAO
TEMPLE",3.6,0.0,0.3,0.1,1981.23,86384518
"Omni Network
OMNI",8.31,0.8,1.5,15.5,18570879.0,86319499
"Neutron
NTRN",0.3022,0.3,0.8,9.5,2560008.0,86053425
"Celer Network
CELR",0.01521,0.5,0.7,8.9,7959502.0,85897164
"Paycoin
PCI",0.08392,3.2,0.0,1.4,561956.0,85813062
"DUSK
DUSK",0.1776,0.2,4.6,10.6,10662717.0,85201396
"RSK Infrastructure Framework
RIF",0.08454,0.7,0.0,11.0,1935427.0,84522434
"Shisha Coin [OLD]
SHISHA",1.29,,,,9274.91,89351659
"Spectral
SPEC",5.91,0.9,2.7,24.9,2205375.0,83472911
"Hashflow
HFT",0.1663,0.7,0.7,16.2,4524889.0,83101112
"Slerf
SLERF",0.1661,0.6,0.0,3.2,9749029.0,83023643
"ApeX
APEX",1.51,1.6,2.2,9.8,40405212.0,83006448
"TruFin Staked APT
TRUAPT",8.31,0.1,0.0,12.3,8.82,82431663
"NFPrompt
NFP",0.2152,0.5,2.9,9.0,7813641.0,81806735
"GAME by Virtuals
GAME",0.08163,4.6,17.1,47.7,7328130.0,81756616
"APF coin
APFC",1.02,0.9,12.6,24.1,1883981.0,81530415
"Redbelly Network
RBNT",0.07943,4.0,30.2,26.9,1164432.0,81480764
"Bancor Network
BNT",0.6878,0.5,1.0,2.9,332668.0,81442578
"Mode
MODE",0.03245,1.0,7.8,21.1,2361063.0,81020616
"NEURALAI
NEURAL",8.11,5.6,17.1,14.2,499850.0,80890715
"Shentu
CTK",0.5743,2.2,2.6,26.7,4942259.0,80709812
"Euler
EUL",4.2,1.6,4.9,5.1,432282.0,80245512
"Pax Dollar
USDP",0.9997,0.0,0.1,0.2,3430929.0,79971842
"HashAI
HASHAI",0.000891,0.5,6.7,18.9,444090.0,79908504
"DODO
DODO",0.1099,0.2,3.5,19.0,11870234.0,79759162
"Myria
MYRIA",0.002949,0.4,20.8,48.1,8074212.0,79417174
"Hifi Finance
HIFI",0.5645,0.3,0.4,2.6,16390870.0,78902429
"Ignition FBTC
FBTC",104626.0,0.1,0.4,0.2,440325.0,78671552
"Renzo Restaked SOL
EZSOL",298.07,0.3,0.1,5.4,3060995.0,78447454
"SaucerSwap
SAUCE",0.1042,0.6,0.2,6.6,761394.0,78376963
"crvUSD
CRVUSD",0.9994,0.0,0.1,0.2,9313168.0,78318778
"Merlin Chain
MERL",0.1603,0.5,1.9,14.4,8649411.0,78184619
"Syscoin
SYS",0.09684,0.6,2.6,6.5,1634542.0,77799712
"Metal Blockchain
METAL",0.1526,1.0,23.3,58.3,2004400.0,77461940
"sUSDa
SUSDA",1.06,0.0,0.1,0.4,190.6,77256043
"Hunt
HUNT",0.3876,0.2,4.6,4.1,4728362.0,77112302
"Aleph Zero
AZERO",0.2564,0.5,7.5,5.3,950311.0,77066132
"ANyONe Protocol
ANYONE",0.9629,0.8,4.7,26.4,1187616.0,76896647
"Badger
BADGER",3.85,0.6,1.7,8.3,9840788.0,76781349
"ResearchCoin
RSC",0.6727,0.7,5.7,22.8,716953.0,76509455
"McDull (Meme)
MCDULL",0.058569,0.1,0.9,0.9,304797.0,76167645
"VitaDAO
VITA",2.93,0.9,3.0,8.4,1473771.0,76117569
"Pepecoin
PEP",0.0008439,0.6,9.1,72.9,802794.0,75555565
"SuperRare
RARE",0.0946,0.3,1.7,7.7,8680104.0,75483918
"Dinero
DINERO",0.1163,5.8,7.1,8.0,904443.0,75326317
"Stargate Finance
STG",0.3685,1.0,1.5,0.7,27348550.0,75303114
"BENQI
QI",0.01453,0.6,4.0,5.3,5605121.0,75023519
"Peapods Finance
PEAS",7.58,0.1,0.0,6.1,665642.0,74990849
"Keep Network
KEEP",0.1361,0.9,1.3,0.8,13344.3,74763316
"PolySwarm
NCT",0.03961,3.3,5.3,3.5,10398424.0,74680998
"Binance-Peg Avalanche
AVAX",37.31,0.6,1.9,2.2,332942.0,74633481
"AUKI
AUKI",0.05686,5.3,7.3,27.8,428612.0,74375149
"QuarkChain
QKC",0.01048,1.1,3.7,1.1,5296642.0,74213779
"Fusionist
ACE",1.62,0.8,2.7,10.6,6379577.0,74201878
"ORBIT
GRIFT",0.08408,0.3,21.2,31.9,51226180.0,73965986
"BCGame Coin
BC",0.007343,0.6,1.5,1.4,12235.2,73411436
"DIA
DIA",0.6127,0.1,2.9,8.0,12172576.0,73322306
"Covalent X Token
CXT",0.08167,0.2,5.5,13.9,3383929.0,73244252
"Wrapped NXM
WNXM",70.66,0.0,0.0,2.0,223313.0,73099082
"Helium Mobile
MOBILE",0.0008102,0.3,2.6,6.5,4097797.0,72957222
"Loom Network (NEW)
LOOM",0.05868,0.1,0.9,3.8,880919.0,72919406
"Energy Web
EWT",1.21,2.2,2.1,8.3,436278.0,72406670
"Clover Finance
CLV",0.05901,1.8,2.4,11.6,18544583.0,72230037
"Ripple USD
RLUSD",0.999,0.1,0.1,0.0,35835602.0,72230877
"TruFin Staked MATIC
TRUMATIC",0.4694,0.1,0.1,9.4,2205.25,71871614
"Ancient8
A8",0.3072,12.2,13.2,3.0,3478547.0,71800287
"Venom
VENOM",0.0373,0.6,1.2,8.2,89962.26,71767992
"Hippocrat
HPO",0.06931,0.0,3.9,7.2,18831245.0,71743258
"Solidus Ai Tech
AITECH",0.06615,0.2,3.4,13.2,3672451.0,71529071
"Basenji
BENJI",0.06953,10.3,49.8,182.7,15956566.0,71505634
"Murasaki
MURA",1.25,4.0,29.2,91.1,65542.54,71463568
"OX Coin
OX",0.02211,0.3,1.7,14.7,2262225.0,71458997
"Ice Open Network
ICE",0.01039,8.3,22.8,63.7,29877798.0,71246665
"Maverick Protocol
MAV",0.1414,0.7,0.2,17.8,7325120.0,71196195
"XION
XION",2.78,0.5,0.7,1.7,3666281.0,71027268
"Sleepless AI
AI",0.5461,0.8,1.6,11.5,21820208.0,70976213
"Sanctum Infinity
INF",325.47,0.5,0.3,5.2,3822784.0,70981146
"Just a chill guy
CHILLGUY",0.07067,0.5,1.9,19.3,14910527.0,70589337
"TokenFi
TOKEN",0.03636,0.8,1.1,23.6,4365618.0,69878147
"WhiteRock
WHITE",0.0001071,0.1,1.8,22.7,2859.2,69588173
"MARBLEX
MBX",0.37,1.0,7.6,6.5,635476.0,69540577
"Lumia
LUMIA",0.9232,0.5,4.4,14.6,8212993.0,69528041
"RSS3
RSS3",0.09841,0.5,3.1,1.0,2250631.0,69485709
"Solend
SLND",0.7913,0.9,0.0,11.4,13309.26,72083134
"Origin Token
OGN",0.09992,0.1,3.4,7.4,14892589.0,69277355
"sudeng
HIPPO",0.006932,0.4,3.1,10.4,28632210.0,69269898
"H2O Dao
H2O",0.08397,0.1,0.0,0.4,565594.0,69259319
"Bitcoin Wizards
WZRD",3.3,0.4,4.9,25.7,282073.0,69243810
"360noscope420blazeit
MLG",0.06921,1.0,2.4,2.9,9522327.0,69221922
"Victoria VR
VR",0.01007,1.1,4.6,12.1,21541810.0,68979097
"Rekt
REKT",0.061617,1.9,3.6,18.6,11141778.0,68684008
"QANplatform
QANX",0.04031,0.7,4.9,1.7,170521.0,68533854
"PARSIQ
PRQ",0.2335,0.3,2.5,6.6,3446964.0,68389306
"LOFI
LOFI",0.06828,2.2,1.2,28.0,2991840.0,68175486
"SoSoValue
SOSO",0.9615,2.2,25.9,,39666323.0,67782238
"Zebec Network
ZBCN",0.0009558,4.3,10.6,8.6,11604990.0,67568951
"NKN
NKN",0.08575,0.4,3.7,1.2,9232919.0,67319168
"Vulcan Forged
PYR",2.81,0.6,3.1,0.9,37374810.0,67143049
"Cudos
CUDOS",0.009074,2.0,8.6,8.0,1986.28,66922017
"Gearbox
GEAR",0.006592,1.1,0.2,4.1,1974769.0,65853258
"Telos
TLOS",0.1568,0.2,2.8,6.7,13625892.0,65847248
"Storj
STORJ",0.4572,0.3,2.2,7.3,15479042.0,65741921
"Department Of Government Efficiency
DOGE",0.06712,3.3,6.6,61.6,7393088.0,65629275
"Coq Inu
COQ",0.069444,1.1,10.6,0.7,15826560.0,65552855
